filename,language,label,source
Karnataka_speaker_01_List16_10.wav,english,human,commonvoice
Karnataka_speaker_01_List16_11.wav,english,human,commonvoice
Karnataka_speaker_01_List16_2.wav,english,human,commonvoice
Karnataka_speaker_01_List16_3.wav,english,human,commonvoice
Karnataka_speaker_01_List16_4.wav,english,human,commonvoice
Karnataka_speaker_01_List16_5.wav,english,human,commonvoice
Karnataka_speaker_01_List16_6.wav,english,human,commonvoice
Karnataka_speaker_01_List16_7.wav,english,human,commonvoice
Karnataka_speaker_01_List16_8.wav,english,human,commonvoice
Karnataka_speaker_01_List16_9.wav,english,human,commonvoice
Karnataka_speaker_01_List17_1.wav,english,human,commonvoice
Karnataka_speaker_01_List17_10.wav,english,human,commonvoice
Karnataka_speaker_01_List17_2.wav,english,human,commonvoice
Karnataka_speaker_01_List17_3.wav,english,human,commonvoice
Karnataka_speaker_01_List17_4.wav,english,human,commonvoice
Karnataka_speaker_01_List17_5.wav,english,human,commonvoice
Karnataka_speaker_01_List17_6.wav,english,human,commonvoice
Karnataka_speaker_01_List17_7.wav,english,human,commonvoice
Karnataka_speaker_01_List17_8.wav,english,human,commonvoice
Karnataka_speaker_01_List17_9.wav,english,human,commonvoice
Karnataka_speaker_01_List19_1.wav,english,human,commonvoice
Karnataka_speaker_01_List19_10.wav,english,human,commonvoice
Karnataka_speaker_01_List19_2.wav,english,human,commonvoice
Karnataka_speaker_01_List19_3.wav,english,human,commonvoice
Karnataka_speaker_01_List19_4.wav,english,human,commonvoice
Karnataka_speaker_01_List19_5.wav,english,human,commonvoice
Karnataka_speaker_01_List19_6.wav,english,human,commonvoice
Karnataka_speaker_01_List19_7.wav,english,human,commonvoice
Karnataka_speaker_01_List19_8.wav,english,human,commonvoice
Karnataka_speaker_01_List19_9.wav,english,human,commonvoice
Karnataka_speaker_01_List1_Splitted_1.wav,english,human,commonvoice
Karnataka_speaker_01_List1_Splitted_2.wav,english,human,commonvoice
Karnataka_speaker_01_List1_Splitted_3.wav,english,human,commonvoice
Karnataka_speaker_01_List1_Splitted_4.wav,english,human,commonvoice
Karnataka_speaker_01_List1_Splitted_5.wav,english,human,commonvoice
Karnataka_speaker_01_List1_Splitted_6.wav,english,human,commonvoice
Karnataka_speaker_01_List20_1.wav,english,human,commonvoice
common_voice_hi_23795244.mp3,hindi,human,commonvoice
common_voice_hi_23795245.mp3,hindi,human,commonvoice
common_voice_hi_23795246.mp3,hindi,human,commonvoice
common_voice_hi_23795247.mp3,hindi,human,commonvoice
common_voice_hi_23795248.mp3,hindi,human,commonvoice
common_voice_hi_23795249.mp3,hindi,human,commonvoice
common_voice_hi_23795250.mp3,hindi,human,commonvoice
common_voice_hi_23795251.mp3,hindi,human,commonvoice
common_voice_hi_23795252.mp3,hindi,human,commonvoice
common_voice_hi_23795358.mp3,hindi,human,commonvoice
common_voice_hi_23795359.mp3,hindi,human,commonvoice
common_voice_hi_23795360.mp3,hindi,human,commonvoice
common_voice_hi_23795361.mp3,hindi,human,commonvoice
common_voice_hi_23795362.mp3,hindi,human,commonvoice
common_voice_hi_23796043.mp3,hindi,human,commonvoice
common_voice_hi_23796044.mp3,hindi,human,commonvoice
common_voice_hi_23796046.mp3,hindi,human,commonvoice
common_voice_hi_23796048.mp3,hindi,human,commonvoice
common_voice_hi_23796049.mp3,hindi,human,commonvoice
common_voice_hi_23796063.mp3,hindi,human,commonvoice
common_voice_hi_23796064.mp3,hindi,human,commonvoice
common_voice_hi_23796065.mp3,hindi,human,commonvoice
common_voice_hi_23796066.mp3,hindi,human,commonvoice
common_voice_hi_23796067.mp3,hindi,human,commonvoice
common_voice_hi_23796151.mp3,hindi,human,commonvoice
common_voice_hi_23796153.mp3,hindi,human,commonvoice
common_voice_hi_23796155.mp3,hindi,human,commonvoice
common_voice_hi_23796156.mp3,hindi,human,commonvoice
common_voice_hi_23796157.mp3,hindi,human,commonvoice
common_voice_hi_23801317.mp3,hindi,human,commonvoice
common_voice_hi_23809699.mp3,hindi,human,commonvoice
common_voice_hi_23809700.mp3,hindi,human,commonvoice
common_voice_hi_23809701.mp3,hindi,human,commonvoice
common_voice_hi_23809702.mp3,hindi,human,commonvoice
common_voice_hi_23809703.mp3,hindi,human,commonvoice
common_voice_hi_23809709.mp3,hindi,human,commonvoice
common_voice_hi_23809710.mp3,hindi,human,commonvoice
common_voice_hi_23809711.mp3,hindi,human,commonvoice
common_voice_hi_23809712.mp3,hindi,human,commonvoice
common_voice_hi_23809713.mp3,hindi,human,commonvoice
common_voice_hi_23809719.mp3,hindi,human,commonvoice
common_voice_hi_23809720.mp3,hindi,human,commonvoice
common_voice_hi_23809721.mp3,hindi,human,commonvoice
common_voice_hi_23809722.mp3,hindi,human,commonvoice
common_voice_hi_23809723.mp3,hindi,human,commonvoice
common_voice_hi_23809915.mp3,hindi,human,commonvoice
common_voice_hi_23809919.mp3,hindi,human,commonvoice
common_voice_hi_23809921.mp3,hindi,human,commonvoice
common_voice_hi_23809924.mp3,hindi,human,commonvoice
common_voice_hi_23809926.mp3,hindi,human,commonvoice
common_voice_hi_23809929.mp3,hindi,human,commonvoice
common_voice_hi_23809930.mp3,hindi,human,commonvoice
common_voice_hi_23809931.mp3,hindi,human,commonvoice
common_voice_hi_23809932.mp3,hindi,human,commonvoice
common_voice_hi_23809936.mp3,hindi,human,commonvoice
common_voice_hi_23824449.mp3,hindi,human,commonvoice
common_voice_hi_23824450.mp3,hindi,human,commonvoice
common_voice_hi_23824451.mp3,hindi,human,commonvoice
common_voice_hi_23824452.mp3,hindi,human,commonvoice
common_voice_hi_23824453.mp3,hindi,human,commonvoice
common_voice_hi_23824456.mp3,hindi,human,commonvoice
common_voice_hi_23824457.mp3,hindi,human,commonvoice
common_voice_hi_23824458.mp3,hindi,human,commonvoice
common_voice_hi_23824459.mp3,hindi,human,commonvoice
common_voice_hi_23824460.mp3,hindi,human,commonvoice
common_voice_hi_23824468.mp3,hindi,human,commonvoice
common_voice_hi_23824470.mp3,hindi,human,commonvoice
common_voice_hi_23824471.mp3,hindi,human,commonvoice
common_voice_hi_23824472.mp3,hindi,human,commonvoice
common_voice_hi_23824473.mp3,hindi,human,commonvoice
common_voice_hi_23827473.mp3,hindi,human,commonvoice
common_voice_hi_23827474.mp3,hindi,human,commonvoice
common_voice_hi_23827475.mp3,hindi,human,commonvoice
common_voice_hi_23827476.mp3,hindi,human,commonvoice
common_voice_hi_23827477.mp3,hindi,human,commonvoice
common_voice_hi_23827785.mp3,hindi,human,commonvoice
common_voice_hi_23827786.mp3,hindi,human,commonvoice
common_voice_hi_23827787.mp3,hindi,human,commonvoice
common_voice_hi_23827788.mp3,hindi,human,commonvoice
common_voice_hi_23827789.mp3,hindi,human,commonvoice
common_voice_hi_23827790.mp3,hindi,human,commonvoice
common_voice_hi_23827791.mp3,hindi,human,commonvoice
common_voice_hi_23827792.mp3,hindi,human,commonvoice
common_voice_hi_23827793.mp3,hindi,human,commonvoice
common_voice_hi_23827794.mp3,hindi,human,commonvoice
common_voice_hi_23827795.mp3,hindi,human,commonvoice
common_voice_hi_23827796.mp3,hindi,human,commonvoice
common_voice_hi_23827797.mp3,hindi,human,commonvoice
common_voice_hi_23827798.mp3,hindi,human,commonvoice
common_voice_hi_23827799.mp3,hindi,human,commonvoice
common_voice_hi_23827800.mp3,hindi,human,commonvoice
common_voice_hi_23827801.mp3,hindi,human,commonvoice
common_voice_hi_23827802.mp3,hindi,human,commonvoice
common_voice_hi_23827803.mp3,hindi,human,commonvoice
common_voice_hi_23827804.mp3,hindi,human,commonvoice
common_voice_hi_23828667.mp3,hindi,human,commonvoice
common_voice_hi_23828668.mp3,hindi,human,commonvoice
common_voice_hi_23828669.mp3,hindi,human,commonvoice
common_voice_hi_23828670.mp3,hindi,human,commonvoice
common_voice_hi_23828671.mp3,hindi,human,commonvoice
1749.mp3,malyalam,human,commonvoice
1751.mp3,malyalam,human,commonvoice
1796.mp3,malyalam,human,commonvoice
1825.mp3,malyalam,human,commonvoice
1859.mp3,malyalam,human,commonvoice
1880.mp3,malyalam,human,commonvoice
1882.mp3,malyalam,human,commonvoice
1889.mp3,malyalam,human,commonvoice
1934.mp3,malyalam,human,commonvoice
1948.mp3,malyalam,human,commonvoice
1955.mp3,malyalam,human,commonvoice
1957.mp3,malyalam,human,commonvoice
2002.mp3,malyalam,human,commonvoice
2010.mp3,malyalam,human,commonvoice
2013.mp3,malyalam,human,commonvoice
2058.mp3,malyalam,human,commonvoice
2108.mp3,malyalam,human,commonvoice
2123.mp3,malyalam,human,commonvoice
2128.mp3,malyalam,human,commonvoice
2141.mp3,malyalam,human,commonvoice
2177.mp3,malyalam,human,commonvoice
2193.mp3,malyalam,human,commonvoice
2202.mp3,malyalam,human,commonvoice
2222.mp3,malyalam,human,commonvoice
2223.mp3,malyalam,human,commonvoice
2239.mp3,malyalam,human,commonvoice
2245.mp3,malyalam,human,commonvoice
2259.mp3,malyalam,human,commonvoice
2348.mp3,malyalam,human,commonvoice
2350.mp3,malyalam,human,commonvoice
2396.mp3,malyalam,human,commonvoice
2397.mp3,malyalam,human,commonvoice
2458.mp3,malyalam,human,commonvoice
2483.mp3,malyalam,human,commonvoice
2528.mp3,malyalam,human,commonvoice
2591.mp3,malyalam,human,commonvoice
2612.mp3,malyalam,human,commonvoice
2616.mp3,malyalam,human,commonvoice
2642.mp3,malyalam,human,commonvoice
2660.mp3,malyalam,human,commonvoice
2677.mp3,malyalam,human,commonvoice
2770.mp3,malyalam,human,commonvoice
2775.mp3,malyalam,human,commonvoice
2776.mp3,malyalam,human,commonvoice
2807.mp3,malyalam,human,commonvoice
2833.mp3,malyalam,human,commonvoice
2851.mp3,malyalam,human,commonvoice
2882.mp3,malyalam,human,commonvoice
2900.mp3,malyalam,human,commonvoice
2915.mp3,malyalam,human,commonvoice
2920.mp3,malyalam,human,commonvoice
2934.mp3,malyalam,human,commonvoice
2992.mp3,malyalam,human,commonvoice
3002.mp3,malyalam,human,commonvoice
3029.mp3,malyalam,human,commonvoice
3094.mp3,malyalam,human,commonvoice
3106.mp3,malyalam,human,commonvoice
3107.mp3,malyalam,human,commonvoice
3111.mp3,malyalam,human,commonvoice
3128.mp3,malyalam,human,commonvoice
3179.mp3,malyalam,human,commonvoice
3228.mp3,malyalam,human,commonvoice
3282.mp3,malyalam,human,commonvoice
3293.mp3,malyalam,human,commonvoice
3299.mp3,malyalam,human,commonvoice
3336.mp3,malyalam,human,commonvoice
3345.mp3,malyalam,human,commonvoice
3346.mp3,malyalam,human,commonvoice
3361.mp3,malyalam,human,commonvoice
3365.mp3,malyalam,human,commonvoice
3389.mp3,malyalam,human,commonvoice
3468.mp3,malyalam,human,commonvoice
3507.mp3,malyalam,human,commonvoice
3511.mp3,malyalam,human,commonvoice
3521.mp3,malyalam,human,commonvoice
3525.mp3,malyalam,human,commonvoice
3559.mp3,malyalam,human,commonvoice
3598.mp3,malyalam,human,commonvoice
3606.mp3,malyalam,human,commonvoice
3614.mp3,malyalam,human,commonvoice
3634.mp3,malyalam,human,commonvoice
3645.mp3,malyalam,human,commonvoice
3667.mp3,malyalam,human,commonvoice
3685.mp3,malyalam,human,commonvoice
3713.mp3,malyalam,human,commonvoice
3726.mp3,malyalam,human,commonvoice
3740.mp3,malyalam,human,commonvoice
3758.mp3,malyalam,human,commonvoice
3784.mp3,malyalam,human,commonvoice
3827.mp3,malyalam,human,commonvoice
3889.mp3,malyalam,human,commonvoice
3892.mp3,malyalam,human,commonvoice
3904.mp3,malyalam,human,commonvoice
3947.mp3,malyalam,human,commonvoice
3960.mp3,malyalam,human,commonvoice
3979.mp3,malyalam,human,commonvoice
3993.mp3,malyalam,human,commonvoice
3996.mp3,malyalam,human,commonvoice
4008.mp3,malyalam,human,commonvoice
844.mp3,malyalam,human,commonvoice
2616.mp3,tamil,human,commonvoice
2677.mp3,tamil,human,commonvoice
2920.mp3,tamil,human,commonvoice
3029.mp3,tamil,human,commonvoice
3094.mp3,tamil,human,commonvoice
3106.mp3,tamil,human,commonvoice
3107.mp3,tamil,human,commonvoice
3111.mp3,tamil,human,commonvoice
3128.mp3,tamil,human,commonvoice
3179.mp3,tamil,human,commonvoice
3228.mp3,tamil,human,commonvoice
3282.mp3,tamil,human,commonvoice
3293.mp3,tamil,human,commonvoice
3299.mp3,tamil,human,commonvoice
3336.mp3,tamil,human,commonvoice
3345.mp3,tamil,human,commonvoice
3346.mp3,tamil,human,commonvoice
3361.mp3,tamil,human,commonvoice
3365.mp3,tamil,human,commonvoice
3389.mp3,tamil,human,commonvoice
3468.mp3,tamil,human,commonvoice
3507.mp3,tamil,human,commonvoice
3511.mp3,tamil,human,commonvoice
3521.mp3,tamil,human,commonvoice
3525.mp3,tamil,human,commonvoice
3559.mp3,tamil,human,commonvoice
3598.mp3,tamil,human,commonvoice
3606.mp3,tamil,human,commonvoice
3614.mp3,tamil,human,commonvoice
3634.mp3,tamil,human,commonvoice
3645.mp3,tamil,human,commonvoice
3667.mp3,tamil,human,commonvoice
3685.mp3,tamil,human,commonvoice
3713.mp3,tamil,human,commonvoice
3726.mp3,tamil,human,commonvoice
3740.mp3,tamil,human,commonvoice
3758.mp3,tamil,human,commonvoice
3784.mp3,tamil,human,commonvoice
3827.mp3,tamil,human,commonvoice
3889.mp3,tamil,human,commonvoice
3892.mp3,tamil,human,commonvoice
3904.mp3,tamil,human,commonvoice
3947.mp3,tamil,human,commonvoice
3960.mp3,tamil,human,commonvoice
3979.mp3,tamil,human,commonvoice
3993.mp3,tamil,human,commonvoice
3996.mp3,tamil,human,commonvoice
4008.mp3,tamil,human,commonvoice
4038.mp3,tamil,human,commonvoice
4065.mp3,tamil,human,commonvoice
4076.mp3,tamil,human,commonvoice
4104.mp3,tamil,human,commonvoice
4113.mp3,tamil,human,commonvoice
4154.mp3,tamil,human,commonvoice
4183.mp3,tamil,human,commonvoice
4273.mp3,tamil,human,commonvoice
4279.mp3,tamil,human,commonvoice
4285.mp3,tamil,human,commonvoice
4297.mp3,tamil,human,commonvoice
4321.mp3,tamil,human,commonvoice
4391.mp3,tamil,human,commonvoice
4412.mp3,tamil,human,commonvoice
4430.mp3,tamil,human,commonvoice
4488.mp3,tamil,human,commonvoice
4535.mp3,tamil,human,commonvoice
4542.mp3,tamil,human,commonvoice
4551.mp3,tamil,human,commonvoice
4552.mp3,tamil,human,commonvoice
4553.mp3,tamil,human,commonvoice
4565.mp3,tamil,human,commonvoice
4587.mp3,tamil,human,commonvoice
4594.mp3,tamil,human,commonvoice
4595.mp3,tamil,human,commonvoice
4598.mp3,tamil,human,commonvoice
4603.mp3,tamil,human,commonvoice
4617.mp3,tamil,human,commonvoice
4652.mp3,tamil,human,commonvoice
4656.mp3,tamil,human,commonvoice
4657.mp3,tamil,human,commonvoice
4678.mp3,tamil,human,commonvoice
4692.mp3,tamil,human,commonvoice
4704.mp3,tamil,human,commonvoice
4712.mp3,tamil,human,commonvoice
4716.mp3,tamil,human,commonvoice
4723.mp3,tamil,human,commonvoice
4745.mp3,tamil,human,commonvoice
4791.mp3,tamil,human,commonvoice
4805.mp3,tamil,human,commonvoice
4810.mp3,tamil,human,commonvoice
4828.mp3,tamil,human,commonvoice
4858.mp3,tamil,human,commonvoice
4864.mp3,tamil,human,commonvoice
4890.mp3,tamil,human,commonvoice
4909.mp3,tamil,human,commonvoice
4918.mp3,tamil,human,commonvoice
4920.mp3,tamil,human,commonvoice
4928.mp3,tamil,human,commonvoice
4944.mp3,tamil,human,commonvoice
4946.mp3,tamil,human,commonvoice
4995.mp3,tamil,human,commonvoice
1531.mp3,telugu,human,commonvoice
1596.mp3,telugu,human,commonvoice
1600.mp3,telugu,human,commonvoice
1606.mp3,telugu,human,commonvoice
1622.mp3,telugu,human,commonvoice
1642.mp3,telugu,human,commonvoice
1663.mp3,telugu,human,commonvoice
1679.mp3,telugu,human,commonvoice
1709.mp3,telugu,human,commonvoice
1749.mp3,telugu,human,commonvoice
1751.mp3,telugu,human,commonvoice
1796.mp3,telugu,human,commonvoice
1825.mp3,telugu,human,commonvoice
1859.mp3,telugu,human,commonvoice
1880.mp3,telugu,human,commonvoice
1882.mp3,telugu,human,commonvoice
1889.mp3,telugu,human,commonvoice
1934.mp3,telugu,human,commonvoice
1940.mp3,telugu,human,commonvoice
1948.mp3,telugu,human,commonvoice
1955.mp3,telugu,human,commonvoice
1957.mp3,telugu,human,commonvoice
2002.mp3,telugu,human,commonvoice
2010.mp3,telugu,human,commonvoice
2013.mp3,telugu,human,commonvoice
2058.mp3,telugu,human,commonvoice
2108.mp3,telugu,human,commonvoice
2123.mp3,telugu,human,commonvoice
2128.mp3,telugu,human,commonvoice
2141.mp3,telugu,human,commonvoice
2177.mp3,telugu,human,commonvoice
2193.mp3,telugu,human,commonvoice
2202.mp3,telugu,human,commonvoice
2222.mp3,telugu,human,commonvoice
2223.mp3,telugu,human,commonvoice
2239.mp3,telugu,human,commonvoice
2245.mp3,telugu,human,commonvoice
2259.mp3,telugu,human,commonvoice
2348.mp3,telugu,human,commonvoice
2350.mp3,telugu,human,commonvoice
2396.mp3,telugu,human,commonvoice
2397.mp3,telugu,human,commonvoice
2458.mp3,telugu,human,commonvoice
2483.mp3,telugu,human,commonvoice
2528.mp3,telugu,human,commonvoice
2591.mp3,telugu,human,commonvoice
2612.mp3,telugu,human,commonvoice
2616.mp3,telugu,human,commonvoice
2642.mp3,telugu,human,commonvoice
2660.mp3,telugu,human,commonvoice
2677.mp3,telugu,human,commonvoice
2770.mp3,telugu,human,commonvoice
2775.mp3,telugu,human,commonvoice
2776.mp3,telugu,human,commonvoice
2807.mp3,telugu,human,commonvoice
2833.mp3,telugu,human,commonvoice
2851.mp3,telugu,human,commonvoice
2882.mp3,telugu,human,commonvoice
2900.mp3,telugu,human,commonvoice
2915.mp3,telugu,human,commonvoice
2920.mp3,telugu,human,commonvoice
2934.mp3,telugu,human,commonvoice
2992.mp3,telugu,human,commonvoice
3002.mp3,telugu,human,commonvoice
3029.mp3,telugu,human,commonvoice
3094.mp3,telugu,human,commonvoice
3106.mp3,telugu,human,commonvoice
3107.mp3,telugu,human,commonvoice
3111.mp3,telugu,human,commonvoice
3128.mp3,telugu,human,commonvoice
3179.mp3,telugu,human,commonvoice
3228.mp3,telugu,human,commonvoice
3282.mp3,telugu,human,commonvoice
3293.mp3,telugu,human,commonvoice
3299.mp3,telugu,human,commonvoice
3336.mp3,telugu,human,commonvoice
3345.mp3,telugu,human,commonvoice
3346.mp3,telugu,human,commonvoice
3361.mp3,telugu,human,commonvoice
3365.mp3,telugu,human,commonvoice
3389.mp3,telugu,human,commonvoice
3468.mp3,telugu,human,commonvoice
3507.mp3,telugu,human,commonvoice
3511.mp3,telugu,human,commonvoice
3521.mp3,telugu,human,commonvoice
3525.mp3,telugu,human,commonvoice
3559.mp3,telugu,human,commonvoice
3598.mp3,telugu,human,commonvoice
3606.mp3,telugu,human,commonvoice
3614.mp3,telugu,human,commonvoice
3622.mp3,telugu,human,commonvoice
3634.mp3,telugu,human,commonvoice
3645.mp3,telugu,human,commonvoice
3667.mp3,telugu,human,commonvoice
3685.mp3,telugu,human,commonvoice
3713.mp3,telugu,human,commonvoice
3726.mp3,telugu,human,commonvoice
3740.mp3,telugu,human,commonvoice
3758.mp3,telugu,human,commonvoice
844.mp3,telugu,human,commonvoice
